age,annual_income,education_years,work_experience_years,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default,loan_to_income_ratio,expenses_to_income_ratio,savings_to_income_ratio,raw_cluster_id,financial_profile_label
49,69520.17568369844,9,4,14056.999954558723,12,7.705554859405433,0.323285761153652,3282.9243383901558,4337.860518922258,875.9339245257252,0,11,3,2,0.9258857184902348,3,17,74,4.9043477652685485,0.9492757232519464,0,67,0,0.20220029389043825,0.5666713536502109,0.062397145523028774,2,0
60,50227.62625727184,17,4,33060.29028613209,36,10.680568245532868,0.3984813508827738,1646.054143272444,15722.389187084058,0.0,5,16,3,2,0.1793914256328427,3,70,24,9.903191608758444,0.9254215796848616,0,92,0,0.6582092913727075,0.39326265625402884,0.3130227398474322,2,0
60,29098.500351284976,18,20,23177.437632118148,12,12.239145436562744,0.2445392910753691,1607.8134470909422,19924.44243278309,16408.728715206576,1,10,4,1,0.1558272749760174,1,62,97,1.4261425984503948,0.926991888878972,0,65,0,0.7965165679438405,0.6630500243026889,0.6847240301819622,0,1
30,40997.03853590933,9,16,19088.47601394485,48,6.664765624020264,0.4866531615513229,4070.2355706998014,0.0,18317.746047687837,1,23,2,2,0.1700303612258423,1,35,1,4.63896932322161,0.9607752175346704,0,65,0,0.4656062168301558,1.1913745136887426,0.0,0,1
49,58270.96844984779,12,3,25409.681033540197,24,6.013479207924874,0.6269075386707637,3507.070139603383,0.0,34492.64872193852,1,9,1,2,0.2944302137104653,3,91,17,8.201742155955316,0.6059666645669474,0,6,0,0.4360607298883252,0.7222265700193716,0.0,2,0
42,53349.87490792525,11,37,9897.734514739568,60,5.452605317009773,0.292457141743601,2584.324419596165,9446.015756638582,0.0,5,15,4,3,0.1167119995423031,2,31,17,11.27820719785,0.0229729257309803,0,78,0,0.18552498073935006,0.581292703847504,0.17705788013451093,2,0
54,61558.64710473582,14,12,17831.36367746537,60,16.75884902516973,0.5068313225126542,3133.873433489981,33219.23604861273,26099.73628610812,2,23,5,3,0.7198622441555557,2,78,48,9.153664004767217,0.2477471753534403,0,34,0,0.289664645279275,0.6109049332727561,0.5396355769822809,1,2
30,39429.5844827591,16,16,22701.46610356948,48,7.804559970062981,0.7440958410907369,2971.059015672094,6567.240127937672,18009.208110319403,2,11,4,1,0.3960903329698232,2,72,43,6.309435789666479,0.8494925466644105,0,30,0,0.5757470285667321,0.9042121203091693,0.16655615863284712,0,1
42,46857.888008255526,9,15,4939.424324867952,60,14.944251914117483,0.1653077402890853,3236.0013834875485,18630.049819850454,0.0,4,10,3,1,0.684127069999698,1,65,10,10.367997510529642,0.0410140806160197,0,9,0,0.10541286717825851,0.8287188828273496,0.3975862039827354,1,2
31,66106.34896347062,15,24,14142.832148903222,36,10.846040308767012,0.2229151750196985,2691.278307548519,11905.183396989984,141.6013942244026,5,24,3,1,0.8513645429125188,2,13,83,9.499621661844897,0.30531673744957,2,8,0,0.21394060284161723,0.4885361269675951,0.1800913767536702,2,0
24,65092.07442873977,15,7,19030.67445036081,48,11.07235598329803,0.2057867659934542,2717.0612223626645,17128.458185119354,18647.972768479038,5,0,2,3,0.2389202804635527,2,66,74,3.946828366783213,0.946389956663832,0,70,0,0.29236546257555274,0.5009017603832299,0.2631419928684392,1,2
36,74805.77984931084,15,4,21221.421129275688,36,14.44366086280368,0.5911711575926006,1731.349901838531,24303.56854804139,0.0,4,27,5,1,0.6349419850596253,4,34,2,5.861525973399975,0.1974001973106608,1,76,0,0.2836869179363444,0.27773520794668616,0.3248889136240358,1,2
36,54068.366338646105,11,4,23451.50188212863,48,10.003447115294296,0.5995890585885354,1363.7956819386936,25845.1565358901,8281.62500583666,1,12,2,2,0.9993128813870492,3,5,34,9.383457481745976,0.851181321730495,0,82,0,0.4337379408736888,0.30268249794643465,0.4780088300433246,2,0
58,47432.88860277628,9,28,21985.234425074286,48,12.295943366146943,0.5966378729758676,1873.9333412395783,16388.63147251722,23527.12500069869,5,24,4,2,0.596818180682758,5,47,44,10.239978256020889,0.5397127821068584,0,81,0,0.46350190917505024,0.47408455941177385,0.34551198451696197,1,2
22,61080.60614992109,16,31,45472.083690044914,12,10.34372302605296,0.5642205959756089,1484.7806784730326,20259.98113152765,0.0,1,19,2,1,0.811766824646247,3,35,68,0.8900824276327841,0.89440339663099,1,86,0,0.7444602559842746,0.29170254299611936,0.3316925356274288,2,0
60,73156.08767546456,8,20,16357.786438112144,48,16.610454338118082,0.4429466739941144,3793.24398971474,15698.623448191003,6149.867836013522,5,21,3,1,0.797755625789534,2,96,27,8.573249411048073,0.0011137699891335,1,89,0,0.22360116509617964,0.6222165416842438,0.2145908009437755,1,2
48,63035.535123577,17,35,14410.011454786434,48,3.649849405775,0.2135106269868636,2033.0131418624003,32686.553752844506,6867.3533100128825,3,17,1,1,0.1950546804912339,2,44,15,6.313491279652933,0.5799244080032607,1,62,0,0.22860139802948543,0.38702229868473,0.5185417033228111,2,0
23,45344.34367950602,18,6,21937.7527054277,24,5.816298137210058,0.3844947048305441,3110.0765774420315,5898.43783498017,52043.74237481604,2,5,2,3,0.5338432973258326,5,12,78,6.481110063901489,0.2093231175250427,0,40,0,0.48380351164599084,0.8230556647393281,0.13008100583989812,2,0
53,76114.63554001256,16,27,22530.961975917016,12,4.296187709730666,0.8255136207261748,4026.596611015043,18880.19827791345,17060.346054994134,5,29,4,1,0.5081889431878538,2,48,40,3.833058962409927,0.7381743812377001,1,89,0,0.2960135303291672,0.6348208723508858,0.24804951300053657,2,0
47,58233.66220636587,11,26,48471.178234720006,24,17.73912056640062,0.820969301990765,2376.335224472519,10315.647899190111,38891.11341755206,0,23,3,2,0.0685333602723197,3,20,19,10.424845447151553,0.3673845730838344,0,98,0,0.8323566885240703,0.48968279880142873,0.17714235217826377,1,2
37,30752.42774933785,18,28,7735.1433469383555,12,15.715848598942038,0.0988230669439734,3335.993917083141,10109.691801664429,0.0,5,8,5,1,0.8769785950393816,2,67,10,1.544459021038462,0.2636477010070489,0,11,0,0.25152951857938777,1.3017485101110315,0.32874451032185925,0,1
56,46033.77585352647,18,11,18435.57735767564,36,3.666459389926782,0.6100013124662838,2421.8115165621325,18848.685997420565,28908.670419262067,0,20,5,3,0.7936009696443184,5,80,77,2.87088900716129,0.9726614769982164,0,44,0,0.40047936576689397,0.631313370669751,0.4094533991170885,2,0
42,58658.056513528994,17,37,24580.609838404373,48,16.593599737507184,0.8330978399551632,2152.648985638088,17619.31293249932,0.0,1,18,1,3,0.2804454439253317,2,100,36,5.972491895188116,0.7342912707803703,1,18,0,0.4190491690213954,0.4403791970451522,0.300373281689542,1,2
53,66268.96944108768,10,20,34708.99635054536,48,4.862578255727916,0.660150168615455,2870.987801625442,8800.230058623942,2488.022120798636,2,0,4,3,0.0840592271193945,2,91,63,10.406196652412362,0.107209715430704,0,52,0,0.5237594102229286,0.5198791215567731,0.13279563772977096,2,0
40,60581.45566571195,17,11,16918.625969324563,48,10.712448544763518,0.0741658419866979,1836.662433744484,8517.870798550786,7668.965594233232,2,14,5,2,0.9626628814178028,3,29,82,10.792571066625168,0.8719555250573034,3,75,0,0.27927070723888553,0.3638068607421732,0.14060194996885414,2,0
63,48480.80962821646,16,23,17347.56371150616,60,13.483919559391929,0.1461190256728156,2380.6354815075583,21590.18506078119,8565.76329588286,4,13,2,3,0.8462038971094978,2,74,63,2.7269342081263166,0.1300781266873001,1,82,0,0.35782330873883866,0.5892563675641252,0.4453346638876142,1,2
30,47256.83003779658,13,10,38293.10953365184,60,11.293528960526771,0.1786989343552412,1905.35015086898,35482.86258526523,10053.038838468749,0,25,3,1,0.2755099690729705,2,48,68,8.360548711393765,0.3902276676889259,0,100,0,0.810319048125415,0.4838285130877526,0.7508515183283689,0,1
29,68190.30667408461,9,15,31399.076520081857,36,9.462816371374096,0.4265034752920855,1729.0071092104415,23060.613482081164,14115.844565048505,1,14,1,1,0.0886194330920342,4,6,50,10.321378418654394,0.7112280231978502,0,50,0,0.4604624623577902,0.3042673705764474,0.3381802283468133,2,0
51,59258.07516319496,13,7,25389.976923654816,60,17.94758857478397,0.6534994646021304,1380.5508234668273,21554.167481500783,17701.21390307916,5,2,3,3,0.3215974687901874,2,12,57,2.9298487841578065,0.9498482320446464,0,62,0,0.42846442200040386,0.27956712795645117,0.36373384424217714,1,2
28,35473.65595070082,9,35,30386.17252764234,12,13.619164577059731,0.3096474227489448,1467.980552050019,12305.15382834392,43082.39651894228,3,27,1,3,0.6355070657622556,4,67,90,4.958509062049113,0.9729084099719332,0,87,0,0.8565841809446209,0.49658728858061807,0.3468814673470615,0,1
33,62594.32779358916,18,21,14177.680489688631,24,6.000046973357426,0.8243074834888845,1921.3289662378704,7075.734012366195,11582.145441534947,0,26,2,2,0.8662669013883534,2,52,86,8.695866326783637,0.7542690697535811,0,16,0,0.22650104233790802,0.36833924746158564,0.11304113746055572,2,0
42,49721.427088265365,13,17,1000.0,48,11.411318001771868,0.3462500581476959,3156.059993920322,18514.446834100567,39333.01043215879,3,1,3,3,0.2230620486667582,1,65,87,9.270872976888295,0.2033080519852526,2,11,0,0.020112053465899164,0.761698168071731,0.3723635446189781,1,2
48,34193.47087764962,11,18,35767.82809138842,12,17.532648039603068,0.8948637326190211,973.972263811203,24675.853745261564,3343.97522973326,3,22,1,3,0.6465533859139949,5,56,74,7.935189132607309,0.3923824408207476,1,98,0,1.0460426266573561,0.34180990890205354,0.7216539623472622,0,1
27,40883.58936829436,19,11,14953.71882896503,12,16.915278779667446,0.796981224359069,1819.624716164727,28833.544731222915,27838.560642661872,3,29,4,3,0.94971367411667,1,27,25,10.7235549245411,0.0142868819457789,1,52,0,0.3657633554201039,0.5340895193246016,0.705259620711865,1,2
59,29495.24938669086,17,33,33774.78514774091,48,5.646256600280279,0.1118897642499125,3576.9497860566453,7869.769254468419,19378.70360410263,1,6,3,2,0.1837702798932632,4,79,90,5.664341838574651,0.287007038452447,0,14,0,1.1450923741970838,1.455264773996048,0.26681480638775323,0,1
21,84579.28535087188,19,12,30049.343140359266,48,17.985550541506342,0.1773533331087086,2923.904713867988,5761.223000503085,50820.13088855884,4,23,1,1,0.0324546933490481,4,82,74,9.966006587485408,0.779746933975259,0,97,0,0.35528017310268634,0.4148398324821524,0.06811624118840696,1,2
24,61104.679314436034,13,0,16991.697629101396,60,17.042722226592282,0.2541061977203146,2457.9946051546963,4480.551389177772,19746.77471860793,2,12,2,3,0.6804714224497835,5,5,57,9.701136589264523,0.5861751048785498,0,30,0,0.27807522794882084,0.4827115630551704,0.07332583100749925,1,2
26,77236.08391567736,13,19,30202.19962980812,36,10.422412535530391,0.0675546553653179,2630.811060473377,10073.035455705867,20712.55616161436,0,20,2,3,0.2133659216462166,2,65,62,4.548709575809931,0.5860450185857886,0,96,0,0.3910374283447803,0.40874331174204587,0.13041877507284189,2,0
44,39904.43349588524,10,39,19336.94610995197,48,11.475132791895964,0.2946833955469249,2613.10320616859,15697.60403437548,0.0,0,25,4,1,0.9323645901975212,3,83,74,2.966819702855008,0.0450116843005052,0,55,0,0.4845813964993615,0.7858083858590924,0.393379949523507,0,1
18,63369.73463971888,15,22,35172.3508894408,24,13.528613998800424,0.3716989499531909,2961.446396256488,5209.042178661677,0.0,5,1,5,2,0.3460396898435041,2,66,1,0.8620941910500515,0.5863524562208654,0,40,0,0.5550338989015661,0.560793838843121,0.08220078888253311,1,2
56,31281.43110067996,16,31,28365.041012316084,12,6.989340127884664,0.8515622998896689,889.329234020644,23817.013816925923,18404.247414900743,2,5,2,1,0.0017720479509152,2,37,51,5.942298486557033,0.8787510977256491,0,55,0,0.9067692881768288,0.34115928948070895,0.7613786511323715,0,1
52,57662.063321397865,11,23,32945.87592636182,24,10.919429843748803,0.4449063358525577,2529.8812055356666,34120.48170980059,7950.918458339624,5,15,5,2,0.5207510790378276,2,97,95,5.754811026304845,0.8762485279252742,0,48,0,0.5713613774576101,0.5264912963175602,0.5917318899883832,0,1
22,65397.15364710432,12,36,23709.9880187049,12,4.227563520559555,0.3795756619518063,1738.5494983299575,22336.5154997016,0.0,1,18,5,3,0.5040395408898396,1,33,84,1.4796244843533342,0.950498616539637,0,69,0,0.36255382224505633,0.31901379213746944,0.34155179933722735,2,0
34,55692.14204637049,10,6,25489.110913058197,60,16.031590529851346,0.5388923621873741,1841.418196429488,28197.30901090197,32212.53545391338,5,19,5,2,0.1027550770154174,2,100,2,5.458588223087067,0.0001678748085542,0,60,0,0.45767876717392925,0.39677084675169066,0.5063067782062373,1,2
52,58636.69934615026,14,37,45251.0058672108,48,9.680942876982156,0.3339558422412243,2570.4583094707486,22821.18994821638,13504.389168235515,4,0,4,1,0.8224533065916192,5,76,90,1.7415801623131526,0.1518955096828775,1,43,0,0.7717181623760976,0.5260442701857863,0.3891963600047806,0,1
38,58107.32658177349,14,22,22776.13395960865,12,8.542373995701883,0.6078006967772592,791.88785460193,0.0,0.0,1,2,1,1,0.6611335630189497,2,51,59,10.414951853128866,0.9009112383272452,0,100,0,0.39196664688326643,0.16353624945815107,0.0,2,0
39,35875.929593131805,12,36,24030.84264019952,24,7.339946883160105,0.8478327894511617,1951.675283820132,6652.257884253964,2637.5695362361184,0,6,4,2,0.3544445827505065,3,67,56,5.3167917255853085,0.5085615388587302,0,3,0,0.6698319155136278,0.6528082664741655,0.18542398649169756,2,0
18,77590.17774036898,13,21,20629.561035386247,12,16.01522358397164,0.096214834312627,1989.4703088179783,12240.990681008328,26134.491379245555,1,4,3,1,0.1467783626937187,4,41,53,3.634390001224978,0.0073337045595045,1,97,0,0.2658785124119261,0.30768899364686786,0.15776469441749363,1,2
30,75824.55038609954,8,2,21740.190349477205,36,4.275006135750284,0.6365601456573589,2234.401203144332,36822.80379248121,27896.996784535397,2,27,3,1,0.3216694601634121,2,82,96,5.656288063650601,0.0926103984074441,0,34,0,0.28671703608891697,0.3536165305458563,0.4856316800426648,2,0
25,55705.32363155434,17,27,24217.07586165324,24,11.199221608920023,0.4265210967469602,2719.9132905657984,10199.378053566135,15352.62831936461,0,27,5,1,0.4263242683480474,5,53,31,5.816898256492137,0.4557197781207961,0,30,0,0.43473539480408746,0.5859217281039403,0.18309521224626163,1,2
39,66599.71056727936,10,34,29392.705246614983,36,6.249062391224089,0.6364795771218352,2527.977943742338,27263.450235509823,23445.887815957845,5,24,5,2,0.4286200937920655,3,14,74,5.645820077470543,0.5687000502517221,0,83,0,0.44133382857456005,0.4554935008953642,0.4093628936715596,2,0
21,76453.84284844356,10,25,29029.85080041915,48,10.515827125474708,0.8449901580823462,3126.6297506087785,0.0,38554.67864825796,1,3,2,1,0.5599497442988308,2,82,91,4.477623576122413,0.876580419241189,0,33,0,0.3797042727854214,0.49074782390835914,0.0,1,2
60,63804.63694898361,16,10,18962.263508251737,12,17.140938149591015,0.1345291359628277,2551.1502380815828,32877.39535208427,0.0,1,2,5,2,0.7327809476225667,3,39,62,9.728581277668669,0.3764980315504289,1,51,0,0.2971925617790668,0.47980529818635165,0.5152822259355869,1,2
30,49752.85155477136,15,27,35011.94301392265,12,7.25552958212312,0.5266990415555723,2390.0140222529108,15753.102074027613,10664.596486021072,1,23,3,2,0.0760687331477362,1,68,47,4.258303885834293,0.4702948464895341,0,2,0,0.7037173130745903,0.5764527533755894,0.31662711948651856,2,0
35,52397.22090704196,15,29,9557.321704833634,24,17.900686990221253,0.3419606069608673,2813.0713415596624,12249.682313671676,26143.0790284249,5,22,2,3,0.8659581979884065,1,94,78,8.98210173905409,0.210777559657502,0,93,0,0.1824013094471041,0.644248979513705,0.2337849622865279,1,2
55,38020.76173255991,17,30,5843.968771701573,12,12.69951908045349,0.7705084269980893,1343.0477364872982,7729.667744801352,0.0,2,29,3,1,0.8032516339484289,2,95,9,2.2082449197680267,0.726233619562502,0,15,0,0.15370467358882403,0.42388874139903926,0.2033012331307892,1,2
22,58321.12222140429,12,32,17191.73876537684,36,15.442358545289594,0.7728957899723491,3038.94893210398,33279.59317068278,20979.92940179293,1,24,3,2,0.0235799711682247,2,15,45,1.9420407350712023,0.47787780306723,2,56,0,0.2947772283961186,0.6252861021227736,0.5706267627077471,1,2
57,80698.93828429836,10,14,42246.95303910985,60,6.495789271159934,0.4302245349493762,2471.4696389030355,2260.212229624756,33787.64878625657,1,5,3,3,0.678987021847488,2,16,92,8.955647325189153,0.8469785082227402,0,80,0,0.5235131209567582,0.3675096140962108,0.02800795497038809,2,0
27,42296.16673216417,9,21,21348.599104515502,12,9.369789253015345,0.3260648574272159,2882.2119606333595,9823.194433992034,1828.2323151769524,1,11,4,2,0.5530612761241134,3,100,62,7.416670074385106,0.4690363879325575,1,81,0,0.5047407543975122,0.8177228860150803,0.23224786530175023,2,0
62,47435.44440516796,9,25,27117.75763766742,24,4.442074909945616,0.7905520715932473,3391.1729724271963,24646.272291250425,23990.00281311055,5,29,3,3,0.8729507107034438,5,95,38,2.254200551777284,0.1002350237699505,0,86,0,0.5716771072289778,0.8578833018099193,0.5195750266559173,0,1
36,61445.30452674397,9,4,4067.306156846531,24,9.550233295574266,0.4192759970163796,3018.832635558037,0.0,27973.06288458428,3,28,5,3,0.0861003497182818,1,65,76,6.4285670380576745,0.5284300299452416,0,85,0,0.06619392951460176,0.5895648480500107,0.0,2,0
28,46887.78106855541,12,8,15386.986316223438,36,10.649925332750698,0.6064744226612061,2210.7488879736784,0.0,26729.91186891344,1,24,2,3,0.3417920493094657,2,77,77,5.719808212066902,0.7268247293597276,0,71,0,0.3281662293578335,0.5657974434084578,0.0,1,2
21,41845.71068705262,11,8,21195.510604122697,60,9.211083557482926,0.4916640474564593,1646.4097546322728,13926.38061927942,8661.913074645046,5,28,5,1,0.338967678895745,3,11,45,6.327854813825994,0.3441223044857343,0,21,0,0.5065157278038714,0.47213720907601203,0.332803061308464,2,0
38,80165.88589756901,19,20,37213.14657002204,24,15.122451445146774,0.3173540344265817,2050.4957789573587,21822.30088334111,9904.374058445072,0,7,5,3,0.6416973459676815,4,89,18,3.802067285763188,0.6861474820418579,0,42,0,0.4642017755229536,0.30693790846306196,0.27221430461361446,1,2
25,55910.60133938762,8,28,21124.777268395905,12,11.725492313428044,0.7606714306803868,3846.0454680955895,17786.251725395927,10700.844977414406,1,25,3,2,0.8730320484684049,1,58,40,3.2739067989562813,0.5389323691613052,3,30,0,0.37783133721214385,0.8254703850704922,0.31811948538042206,0,1
50,52966.972744870895,19,33,27746.904325622763,48,14.32036788156672,0.4820518107897391,4615.460434123125,4564.950966404222,6669.325495444968,0,27,4,3,0.6545622053916619,3,12,41,1.9285557118126155,0.8032098617310268,1,69,0,0.5238529386845062,1.0456615196087604,0.0861848568992698,0,1
61,65314.24229625982,13,0,16881.002670268434,60,3.391974538055697,0.17509908805684,2139.827071743178,25258.62401883653,2935.1477409906765,4,6,5,3,0.7133284167060634,1,34,73,4.498088997956556,0.2378929014477072,0,16,0,0.25845821794422186,0.39314434276746657,0.3867245968232406,2,0
55,79902.60629739884,19,17,29952.572986354466,36,3.8389675837590542,0.5952717711477507,3094.3001855012444,22112.724598413748,0.0,5,10,4,3,0.8705090734984299,3,99,99,7.207509268198194,0.2873213530738232,0,32,0,0.3748635291678783,0.4647107766148514,0.2767459739186706,2,0
45,64937.67837871186,19,8,38277.64970346366,12,13.891765437579927,0.8609857483735279,2725.70061437496,10762.630684400889,14030.15826194737,3,19,2,1,0.1621688002365267,4,28,54,6.8695204237145,0.662449552057524,2,49,0,0.5894520817364484,0.5036892015409982,0.16573784208351278,1,2
55,53380.4280867793,18,18,9597.718675174336,12,8.734146389859193,0.5311520841143117,2696.654245726754,19601.428326847043,34589.428104383864,1,23,5,1,0.5316895074120416,5,79,17,11.172957494175638,0.996654199564937,0,22,0,0.17979845833329683,0.6062119040355841,0.36720253151551097,2,0
45,67205.56167124903,14,9,30651.097345726364,36,7.335633302397666,0.5853934388982273,3016.6402963051146,16959.12127896168,33998.31815467646,2,1,1,2,0.0987992520169909,3,75,32,10.73184631794971,0.9378233290802716,1,14,0,0.45607977351135065,0.5386411876555721,0.25234699118982146,2,0
35,73350.94759040797,11,33,26731.442699231677,60,6.529987498203135,0.5577900964297308,2600.630116938209,16115.752669676607,23313.612007543237,2,25,2,1,0.7926088767959221,2,69,81,7.038268369552871,0.7591802914721887,0,100,0,0.36443213860712714,0.42545546347296936,0.2197074911651727,2,0
18,68192.12623249799,14,29,15228.347923920375,36,5.36769995053095,0.3589614295041106,2363.122445644656,0.0,15671.485612732138,5,23,4,1,0.3493440035993066,5,87,87,2.755330507206717,0.7653552421784834,0,39,0,0.22331534101165884,0.41584668075977504,0.0,2,0
19,49644.96340793743,17,12,30040.96316912205,60,10.466603428462236,0.8179521715743902,2591.742468375653,24960.119550656567,61036.89678090293,4,22,3,3,0.6951382873257004,4,89,55,2.857920539156773,0.4357207709669285,0,100,0,0.6051160300446305,0.6264665634849739,0.5027724433102482,0,1
44,64885.705336962026,11,16,10829.337008703462,60,3.168175755526824,0.378950812763033,2408.2085403143515,22553.59794887953,32740.047068807533,2,3,4,2,0.0120253411270305,3,36,20,6.486187450191732,0.3947189081567102,1,70,0,0.1668986559129619,0.4453754849962344,0.34758962442890967,2,0
63,64713.76678290664,12,20,27582.857679803376,60,5.001223080661701,0.3200520406223832,1933.203346657648,28713.94543485281,9421.696177524762,4,24,1,1,0.9038588441761036,4,45,64,6.006523948055143,0.00584980004552,1,80,0,0.4262285917049887,0.3584776673210029,0.44370690909059013,2,0
35,74762.5296717355,10,30,19205.68356416148,12,6.895976331796698,0.5948995935597714,3692.490947698813,26228.52049765193,7446.736522103778,2,14,2,3,0.6373214834279257,5,40,30,5.152192621366015,0.0540986899367739,0,34,0,0.2568891615691587,0.5926751217078925,0.3508244118118412,2,0
33,47686.8608184343,18,8,49469.5482741803,24,14.07197148694852,0.631843586778649,1231.4624691679903,16037.47254481067,39551.62563500651,1,5,5,3,0.9196934368151448,1,71,15,11.012405645600143,0.9904343947777536,0,51,0,1.0373832000083525,0.30988723888286074,0.3363079948976441,1,2
27,58526.03065395925,8,21,15927.377476005257,12,5.394975354043101,0.8354790954351513,2437.0053999629285,15367.999366097558,23121.05793806499,3,2,4,1,0.8316498256266321,2,38,67,3.341313681590476,0.5583407886200804,0,83,0,0.2721417683385603,0.49967620343951685,0.26258400227007234,2,0
41,65230.16890289608,9,6,29037.421421529514,48,12.501464562210796,0.1014175281577206,3503.457908720191,32410.89074452831,9699.628772375478,3,2,3,3,0.6729697987855278,4,78,58,2.780376859593044,0.4166104857929557,2,100,0,0.4451532459582565,0.6445099807609993,0.4968696431366949,1,2
50,62203.92880419856,8,16,18985.48060175512,60,12.82053710844934,0.5167491160783677,2285.624139934642,30835.870408057588,32911.64868422112,5,1,2,2,0.7942336294193958,3,31,61,4.962825682561868,0.0511620246883931,0,90,0,0.30521352857817663,0.44092857487426806,0.49572223171177365,1,2
27,67611.67359766955,10,21,18098.72116976764,12,6.369192030257569,0.2074606313252051,3566.5516670198854,29798.098197788444,9979.917899058511,3,24,3,2,0.2013122466999308,4,12,49,2.109324711664477,0.0645838548324875,0,61,0,0.26768633590503915,0.6330063689728547,0.4407241621484656,2,0
51,44836.701264881565,18,17,18920.93253014738,12,16.62303528975593,0.4879759150664477,3169.896225760409,6998.260743851985,29228.31772496092,1,21,5,1,0.3717336962414475,5,76,24,4.712846064716147,0.3715849507048069,1,49,0,0.42199653400834014,0.848384328820346,0.15608331002114526,1,2
29,82214.8847546098,12,2,28469.39326457551,60,9.698889957368513,0.7921760267015485,3024.371639393922,1717.3571760741615,20848.710296461173,3,21,2,3,0.1188657695044933,5,13,82,3.922469862313045,0.6117867373765278,0,13,0,0.34628027941107375,0.4414341731555142,0.02088864055699925,2,0
48,86444.97260739909,16,20,38608.77749439007,60,14.663726902529008,0.5272207051383786,3848.794091061424,15534.66190561424,1484.999093679584,2,25,2,1,0.0977433860975655,4,74,90,10.103990225319738,0.4757962028448053,0,98,0,0.4466283732859374,0.5342766351780176,0.17970578782142596,1,2
45,68694.2052116449,8,5,9211.707449050153,48,15.341039359564588,0.8939791247528954,2376.905661807826,14310.15163461464,23389.140150438696,3,18,1,1,0.913258420368627,3,60,64,6.042238655116835,0.6133016392620027,0,51,0,0.1340973000658373,0.4152150513105984,0.20831672177479116,1,2
63,76125.51815702111,19,26,23064.0300397888,36,12.881638109100663,0.2844216993082625,2327.862480109906,24279.576516856912,11272.72951856051,5,1,3,1,0.1239984824294856,1,32,23,9.183745420250444,0.3428430140670404,0,71,0,0.302973701830384,0.36695119373374624,0.31894136295764036,1,2
45,50681.682934567696,13,2,6186.948372264596,12,9.677221653739906,0.5479270666716489,2256.410320092461,21670.69970320004,17757.196229794958,5,8,4,2,0.815342329244265,5,68,95,5.948874872411805,0.2138183488019238,1,55,0,0.12207464342200755,0.534254631521748,0.42758445356240193,2,0
63,79870.49984022808,8,28,14630.678416388411,60,9.285959352070115,0.3389584139873033,2213.794302996524,34493.18821556638,37349.75920817409,3,20,2,1,0.8368599057014623,4,6,1,4.799433489124632,0.6341082398062564,0,54,0,0.18318000320087433,0.33260755459274244,0.4318639332991043,2,0
56,54656.54797229511,11,21,23099.68352990537,36,16.09098484335452,0.5271914293841108,2640.4390872722465,8122.201431295184,21099.95550751649,0,19,3,1,0.1390875051229793,3,42,52,4.813905714946931,0.2861139478688473,0,62,0,0.42263341515117975,0.5797158844229958,0.14860436183075906,1,2
61,67958.44468264887,19,8,39689.61194940012,48,3.0132554476240654,0.1605274560101194,2290.2085188058268,21160.245984941103,27668.17397333178,5,13,3,3,0.820423590063591,5,6,45,1.6546389165348734,0.7013611572985758,0,99,0,0.5840276677128495,0.40440157737580984,0.3113703688151611,2,0
52,47982.035360200345,16,18,32271.47610174733,12,5.954758292665267,0.8162609268674527,2748.9816997553344,953.5080163197416,23362.111274855077,1,10,5,2,0.4494289237465581,3,14,71,1.7939857662635617,0.0386249828255814,0,44,0,0.6725741386226302,0.6875027320001182,0.019872187771147527,2,0
21,56505.17860894804,10,34,34506.91783587216,12,8.886224802494462,0.1076237882595643,910.2064445740898,22611.457778578955,28785.7383905062,2,11,3,1,0.563312715746812,3,82,31,5.132424564416827,0.8081343430446507,0,44,0,0.6106859350836159,0.1933004656171358,0.40016611459747253,2,0
59,64665.07536438003,8,6,65468.60804315922,36,15.658506162762302,0.5148055699476703,3115.7828204055013,21064.9602828423,26153.690251068318,2,4,4,1,0.5690309219937544,4,24,7,9.051292065653524,0.847727757129146,0,63,0,1.012426068851716,0.5782007309847118,0.32575482459648814,0,1
55,64368.68995751462,17,23,38004.380720626985,36,6.606108157819014,0.8673647391376724,3172.5012460965127,21186.3995853589,5807.8407952419,4,22,1,2,0.2721294974330998,3,38,84,2.9496313142349604,0.8175797701968728,1,87,0,0.5904171849032671,0.5914368457441898,0.3291413822363419,2,0
26,60858.50326695128,12,20,16310.873358541206,12,11.154546926747951,0.7373708983624739,2018.7945154810664,27795.65122870356,24114.84334591584,4,8,4,3,0.740550732571374,2,45,67,1.8632829067037924,0.6610296214189776,0,29,0,0.26801305459312363,0.39806325961565797,0.45672584333498983,1,2
52,67077.44844303335,9,2,17676.33652717012,12,8.056527539779456,0.4168644898024825,2960.8047545401005,27114.539826954657,13205.546059669758,5,4,4,3,0.5278352290938504,5,19,31,11.469153589835225,0.9122085053836602,0,82,0,0.26352130168132504,0.5296811056350088,0.4042273589160466,2,0
